name,discipline,link
NOC:Introduction To Statistical Hypothesis Testing,Chemical Engineering,https://nptel.ac.in/courses/103106120
NOC:Rheology Of Complex Materials,Chemical Engineering,https://nptel.ac.in/courses/103106131
"NOC:Process Control - Design, Analysis And Assessment",Chemical Engineering,https://nptel.ac.in/courses/103106148
System Identification,Chemical Engineering,https://nptel.ac.in/courses/103106149
NOC:Fluid And Particle Mechanics,Chemical Engineering,https://nptel.ac.in/courses/103106158
NOC:Continuum Mechanics And Transport Phenomena,Chemical Engineering,https://nptel.ac.in/courses/103106159
Synthetic And Natural Supramolecular Architectures: Avenues To Molecular Technology Via Engineering,Chemical Engineering,https://nptel.ac.in/courses/103106214
NOC:Artificial Lift,Chemical Engineering,https://nptel.ac.in/courses/103106220
Chemical Technology - I,Chemical Engineering,https://nptel.ac.in/courses/103107081
Chemical Technology - I,Chemical Engineering,https://nptel.ac.in/courses/103107082
Environmental Engineering,Chemical Engineering,https://nptel.ac.in/courses/103107084
Fertilizer Engineering,Chemical Engineering,https://nptel.ac.in/courses/103107086
Food Engineering,Chemical Engineering,https://nptel.ac.in/courses/103107088
Process Integration,Chemical Engineering,https://nptel.ac.in/courses/103107093
Process Integration,Chemical Engineering,https://nptel.ac.in/courses/103107094
Process Modelling And Simulation,Chemical Engineering,https://nptel.ac.in/courses/103107096
Mechanical Operations,Chemical Engineering,https://nptel.ac.in/courses/103107123
NOC:Introduction To Polymer Physics,Chemical Engineering,https://nptel.ac.in/courses/103107139
NOC:Equipment Design: Mechanical Aspects,Chemical Engineering,https://nptel.ac.in/courses/103107143
NOC:Chemical Process Safety,Chemical Engineering,https://nptel.ac.in/courses/103107156
NOC:Technologies For Clean And Renewable Energy Production,Chemical Engineering,https://nptel.ac.in/courses/103107157
NOC:Basic Environmental Engineering And Pollution Abatement,Chemical Engineering,https://nptel.ac.in/courses/103107215
NOC:Advanced Reaction Engineering,Chemical Engineering,https://nptel.ac.in/courses/103107220
NOC:Polymer Process Engineering,Chemical Engineering,https://nptel.ac.in/courses/103107221
Chemical Reaction Engineering,Chemical Engineering,https://nptel.ac.in/courses/103108097
Fundamentals Of Transport Processes,Chemical Engineering,https://nptel.ac.in/courses/103108098
Fundamentals Of Transport Processes - II,Chemical Engineering,https://nptel.ac.in/courses/103108099
Modern Instrumental Methods Of Analysis,Chemical Engineering,https://nptel.ac.in/courses/103108100
NOC:Transport Processes I: Heat And Mass Transfer,Chemical Engineering,https://nptel.ac.in/courses/103108123
NOC:Atomic And Molecular Absorption Spectrometry For Pollution Monitoring,Chemical Engineering,https://nptel.ac.in/courses/103108124
NOC:Trace And Ultra-Trace Analysis Of Metals Using Atomic Absorption Spectrometry,Chemical Engineering,https://nptel.ac.in/courses/103108127
NOC:Inductive Couple Plasma Atomic Emmission Spectrometry ( ICP-AES) For Pollution Monitering,Chemical Engineering,https://nptel.ac.in/courses/103108138
NOC:Infrared Spectroscopy For Pollution Monitoring,Chemical Engineering,https://nptel.ac.in/courses/103108139
NOC:Transport Processes,Chemical Engineering,https://nptel.ac.in/courses/103108220
"NOC:Mass, Momentum And Energy Balances In Engineering Analysis",Chemical Engineering,https://nptel.ac.in/courses/105105186
NOC:Colloids And Surfaces,Chemical Engineering,https://nptel.ac.in/courses/105106204
"NOC:Polymers: Concepts, Properties, Uses And Sustainability",Chemical Engineering,https://nptel.ac.in/courses/105106205
NOC:Metallocene And Metal-Carbene Based Organometallic Compounds As Industrially Important Advanced Polyolefin Catalysts,Chemistry And Biochemistry,https://nptel.ac.in/courses/103105217
NOC:Organometallic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101079
NOC:Chemistry Of Main Group Elements,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101090
NOC:Molecular Spectroscopy: A Physical Chemist'S Perspective,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101099
NOC:Advanced Transition Metal Organometallic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101100
NOC:Basics In Inorganic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101121
NOC:Ultrafast Laser Spectroscopy,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101122
NOC:Transition Metal Organometallics In Catalysis And Biology,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101123
"NOC:Essentials Of Oxidation, Reduction And C_C Bond Formation. Application In Organic Synthesis",Chemistry And Biochemistry,https://nptel.ac.in/courses/104101127
NOC:Nuclear And Radiochemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101137
Interpretative Molecular Spectroscopy,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101362
Many Body Methods In Quantum Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101366
NOC:Thermodynamics: Classical To Statistical,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103112
NOC:Essentials Of Biomolecules : Nucleic Acids And Peptides,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103121
NOC:Bioinorganic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104109
Supramolecular Chemistry-I,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104364
NOC:Biochemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105076
NOC:Co-Ordination Chemistry (Chemistry Of Transition Elements),Chemistry And Biochemistry,https://nptel.ac.in/courses/104105085
NOC:Experimental Biochemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105102
NOC:Industrial Inorganic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105103
Elementary Thermodynamics For All,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105365
NOC:Pericyclic Reactions And Organic Photochemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104106077
NOC:Advanced Chemical Thermodynamics And Kinetics,Chemistry And Biochemistry,https://nptel.ac.in/courses/104106094
NOC:Electrochemical Impedance Spectroscopy,Chemistry And Biochemistry,https://nptel.ac.in/courses/104106105
NOC:Medicinal Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104106106
NOC:Chemical Principles II(Basic Thermodynamics : Classical And Statistical Approaches),Chemistry And Biochemistry,https://nptel.ac.in/courses/104106107
NOC:Fundamentals Of Spectroscopy,Chemistry And Biochemistry,https://nptel.ac.in/courses/104106122
"NOC:Symmetry, Stereochemistry And Applications",Chemistry And Biochemistry,https://nptel.ac.in/courses/104106127
NOC:Symmetry And Group Theory,Chemistry And Biochemistry,https://nptel.ac.in/courses/104106128
NOC:Elementary Electrochemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104106137
NOC:Organic Chemistry I (Tamil),Chemistry And Biochemistry,https://nptel.ac.in/courses/104106138
NOC:Time Dependent Quantum Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104108132
One And Two Dimensional NMR Spectroscopy: Concepts And Spectral Analysis,Chemistry And Biochemistry,https://nptel.ac.in/courses/104108363
BioChemistry I,Chemistry And Biochemistry,https://nptel.ac.in/courses/102105034
Computational Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101002
Organic Reaction Mechanism,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101005
Introduction To Organometallic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101006
NOC:Chemical And Biological Thermodynamics: Principles To Applications,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101084
NOC:Transition Metal Organometallic Chemistry: Principles To Applications,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101091
NOC:Metal Mediated Synthesis-I,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101092
NOC:Inorganic Chemistry Of Life: Principles And Perspectives,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101093
NOC:Symmetry And Group Theory,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101094
NOC:Computational Chemistry And Classical Molecular Dynamics,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101095
NOC:Mechanisms In Organic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101115
NOC:Metals In Biology,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101116
NOC:NMR Spectroscopy For Chemists And Biologists,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101117
NOC:Quantum Chemistry Of Atoms And Molecules,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101124
NOC:Basic Statistical Mechanics,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101125
NOC:Quantum Mechanics And Molecular Spectroscopy,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101126
NOC:Chemical Kinetics And Transition State Theory,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101128
NOC:Concepts Of Chemistry For Engineering,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101130
NOC:Classics In Total Synthesis-I,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101133
NOC:Circular Dichroism (CD) And Mossbauer Spectroscopy For Chemists,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101134
NOC:NMR Spectroscopy For Structural Biology,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101135
NOC:Advanced Transition Metal Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101136
NOC:Fundamentals Of Statistical Thermodynamics,Chemistry And Biochemistry,https://nptel.ac.in/courses/104101139
Biophysical Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104102009
Structure And Functions Of Biomolecules,Chemistry And Biochemistry,https://nptel.ac.in/courses/104102016
NOC:Spectroscopic Techniques For Pharmaceutical And Biopharmaceutical Industries,Chemistry And Biochemistry,https://nptel.ac.in/courses/104102113
NOC:Introductory Non-Linear Dynamics,Chemistry And Biochemistry,https://nptel.ac.in/courses/104102114
Bio-Organic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103018
Chemistry Of Materials,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103019
Environmental Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103020
Principles Of Organic Synthesis,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103022
Reagents And Organic Reactions,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103023
Catalytic Asymmetric Synthesis,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103067
Bio-Organic Chemistry Of Natural Enediyne Anticancer Antibiotics,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103068
Introductory Inorganic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103069
Basic Organic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103071
NOC:Principles Of Organic Synthesis,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103110
NOC:Reagents In Organic Synthesis,Chemistry And Biochemistry,https://nptel.ac.in/courses/104103111
Chemistry Of Materials,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104011
Mathematics For Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104026
Advance Analytical Course,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104066
NOC:Chemical Applications Of Symmetry And Group Theory,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104080
NOC:Mathematics For Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104081
NOC:Quantum Computing,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104082
NOC:Basics Of Fluroscence Spectroscopy,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104084
NOC:Laser: Fundamentals And Applications,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104085
NOC:Advanced Mathematical Methods For Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104086
NOC:Solid State Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104101
NOC:Chemistry And Physics Of Surfaces And Interfaces,Chemistry And Biochemistry,https://nptel.ac.in/courses/104104130
Bio-Inorganic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105031
Biocatalysis In Organic Synthesis,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105032
Co-Ordination Chemistry (Chemistry Of Transition Elements),Chemistry And Biochemistry,https://nptel.ac.in/courses/104105033
Heterocyclic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105034
Organic Photochemistry And Pericyclic Reactions,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105038
Polymer Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105039
Protein Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105040
Rate Processes,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105041
Organic Chemistry And Pericyclic Reactions,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105071
NOC:Analytical Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105084
NOC:Stereochemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105086
NOC:A Study Guide In Organic Retrosynthesis: Problem Solving Approach,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105087
NOC:Introduction To Molecular Thermodynamics,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105088
NOC:Molecules In Motion,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105093
NOC:Reactive Intermediates Carbene And Nitrene,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105104
NOC:Organic Chemistry In Biology And Drug Development,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105120
NOC:Introduction To Polymer Science,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105124
"NOC:Structure, Stereochemistry And Reactivity Of Organic Compounds And Intermediates: A Problem_Solving Approach",Chemistry And Biochemistry,https://nptel.ac.in/courses/104105127
NOC:Approximate Methods In Quantum Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105128
NOC:Biological Inorganic Chemistry,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105130
NOC:Principles And Applications Of Enolate Alkylation: A Unique Strategy For Construction Of C-C (Sp3 -Sp3) Bonds In Asymmetric Fashion,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105133
NOC:Overview And Integration Of Cellular Metabolism,Chemistry And Biochemistry,https://nptel.ac.in/courses/104105139
Principles And Applications Of Electron Paramagnetic Resonance Spectroscopy,Chemistry And Biochemistry,https://nptel.ac.in/courses/104106048
